,movie_title,comb
1356,species,Natasha Henstridge Marg Helgenberger Jordan Lund Roger Donaldson Action Horror Sci-Fi Thriller
1357,the cell,Dylan Baker Jake Weber James Gammon Tarsem Singh Horror Sci-Fi Thriller
1358,the man in the iron mask,Leonardo DiCaprio Anne Parillaud Judith Godrèche Randall Wallace Action Adventure
1359,secretariat,Scott Glenn Kevin Connolly Dylan Walsh Randall Wallace Biography Drama Family History Sport
1360,tmnt,Chris Evans Sarah Michelle Gellar Mako Kevin Munroe Action Adventure Animation Comedy Family Fantasy Sci-Fi
1361,radio,Alfre Woodard Riley Smith Debra Winger Michael Tollin Biography Drama Sport
1362,friends with benefits,Mila Kunis Justin Timberlake Masi Oka Will Gluck Comedy Romance
1363,neighbors 2: sorority rising,Chloë Grace Moretz Ike Barinholtz Kiersey Clemons Nicholas Stoller Comedy
1364,saving mr. banks,Tom Hanks Ruth Wilson B.J. Novak John Lee Hancock Biography Comedy Drama History Music
1365,malcolm x,Denzel Washington Delroy Lindo Al Freeman Jr. Spike Lee Biography Drama History Romance
1366,this is 40,Charlyne Yi Maude Apatow Mackenzie Aladjem Judd Apatow Comedy
1367,old dogs,Robin Williams Bernie Mac Ann-Margret Walt Becker Comedy Family
1368,underworld: rise of the lycans,Craig Parker Kevin Grevioux Steven Mackintosh Patrick Tatopoulos Action Adventure Fantasy Sci-Fi Thriller
1369,license to wed,Robin Williams Christine Taylor Mindy Kaling Ken Kwapis Comedy Romance
1370,the benchwarmers,Jon Lovitz Jon Heder Tim Meadows Dennis Dugan Comedy Romance Sport
1371,must love dogs,Stockard Channing Victor Webster Elizabeth Perkins Gary David Goldberg Comedy Romance
1372,donnie brasco,Johnny Depp Al Pacino Anne Heche Mike Newell Biography Crime Drama
1373,resident evil,Milla Jovovich Jaymes Butler Colin Salmon Paul W.S. Anderson Action Horror Sci-Fi
1374,the ladykillers,J.K. Simmons Tom Hanks Stephen Root Ethan Coen Comedy Crime Thriller
1375,max payne,Mila Kunis Beau Bridges Jamie Hector John Moore Action Crime Drama Mystery Thriller
1376,in time,Matt Bomer Olivia Wilde Justin Timberlake Andrew Niccol Action Sci-Fi Thriller
1377,the back-up plan,Danneel Ackles Noureen DeWulf Tom Bosley Alan Poul Comedy Romance
1378,something borrowed,Ashley Williams Steve Howey Kirsten Day Luke Greenfield Comedy Drama Romance
1379,hit the floor            ,Jodi Lyn O'Keefe Kimberly Elise Logan Browning unknown Drama Romance
1380,black knight,Tom Wilkinson Marsha Thomason Vincent Regan Gil Junger Adventure Comedy Fantasy
1381,the bad news bears,Tatum O'Neal Vic Morrow Joyce Van Patten Michael Ritchie Comedy Drama Family Sport
1382,street fighter,Ming-Na Wen Raul Julia Kylie Minogue Steven E. de Souza Action Adventure Comedy Thriller
1383,the pianist,Emilia Fox Frank Finlay Ed Stoppard Roman Polanski Biography Drama War
1384,from hell,Johnny Depp Jason Flemyng Ian Richardson Albert Hughes Horror Mystery Thriller
1385,the nativity story,Keisha Castle-Hughes Hiam Abbass Shaun Toub Catherine Hardwicke Drama Family Fantasy
1386,closer,Natalie Portman Julia Roberts Colin Stinton Mike Nichols Drama Romance
1387,j. edgar,Leonardo DiCaprio Naomi Watts Kaitlyn Dever Clint Eastwood Biography Crime Drama
1388,mirrors,Jason Flemyng Cameron Boyce Julian Glover Alexandre Aja Horror Mystery
1389,queen of the damned,Aaliyah Lena Olin Bruce Spence Michael Rymer Drama Fantasy Horror
1390,predator 2,Adam Baldwin Robert Davi Kevin Peter Hall Stephen Hopkins Action Horror Sci-Fi
1391,untraceable,Billy Burke Jesse Tyler Ferguson Joseph Cross Gregory Hoblit Crime Drama Thriller
1392,blast from the past,Brendan Fraser Sissy Spacek Douglas Smith Hugh Wilson Comedy Drama Romance Sci-Fi
1393,flash gordon,Brian Blessed William Hootkins Sam J. Jones Mike Hodges Action Adventure Sci-Fi
1394,jersey girl,Stephen Root Mike Starr George Carlin Kevin Smith Comedy Drama Romance
1395,alex cross,Cicely Tyson Chad Lindberg Carmen Ejogo Rob Cohen Action Crime Mystery Thriller
1396,midnight in the garden of good and evil,Kevin Spacey Bob Gunton Leon Rippy Clint Eastwood Crime Drama Mystery Thriller
1397,nanny mcphee returns,Daniel Mays Bill Bailey Eros Vlahos Susanna White Comedy Family Fantasy
1398,hoffa,Frank Whaley J.T. Walsh Paul Guilfoyle Danny DeVito Biography Crime Drama
1399,the x files: i want to believe,Mitch Pileggi Callum Rennie Nicki Aycox Chris Carter Drama Mystery Sci-Fi Thriller
1400,ella enchanted,Anne Hathaway Steve Coogan Joanna Lumley Tommy O'Haver Comedy Family Fantasy Romance
1401,concussion,Will Smith Eddie Marsan Albert Brooks Peter Landesman Biography Drama Sport
1402,valiant,Jim Broadbent Olivia Williams Pip Torrens Gary Chapman Adventure Animation Comedy Family War
1403,wonder boys,Robert Downey Jr. Rip Torn Richard Thomas Curtis Hanson Comedy Drama
1404,superhero movie,Drake Bell Tracy Morgan Marion Ross Craig Mazin Action Comedy Sci-Fi Thriller
1405,broken city,Alona Tal James Ransone Michael Beach Allen Hughes Crime Drama Thriller
1406,cursed,Shannon Elizabeth Portia de Rossi Derek Mears Wes Craven Comedy Horror
1407,premium rush,Joseph Gordon-Levitt Dania Ramirez Aasif Mandvi David Koepp Action Crime Thriller
1408,hot pursuit,Jim Gaffigan Richard T. Jones Michael Mosley Anne Fletcher Action Comedy Crime
1409,the four feathers,Djimon Hounsou Lucy Gordon Alex Jennings Shekhar Kapur Adventure Drama Romance War
1410,parker,Jason Statham Clifton Collins Jr. Wendell Pierce Taylor Hackford Action Crime Romance Thriller
1411,wimbledon,Kirsten Dunst Jon Favreau Austin Nichols Richard Loncraine Comedy Romance Sport
1412,furry vengeance,Brendan Fraser Brooke Shields Matt Prokop Roger Kumble Comedy Family
1413,bait,Alex Russell Cariba Heine Richard Brancatisano Kimble Rendall Action Horror Sci-Fi
1414,krull,Liam Neeson Alun Armstrong Lysette Anthony Peter Yates Action Adventure Fantasy
1415,lions for lambs,Meryl Streep Tom Cruise Andrew Garfield Robert Redford Drama Thriller War
1416,flight of the intruder,Rosanna Arquette Dann Florek Christopher Rich John Milius Action Drama Thriller War
1417,walk hard: the dewey cox story,Tim Meadows Nat Faxon Matt Price Jake Kasdan Comedy Music
1418,the shipping news,Kevin Spacey Scott Glenn Jason Behr Lasse Hallström Drama
1419,american outlaws,Gregory Smith Ronny Cox Harris Yulin Les Mayfield Action Western
1420,the young victoria,Michiel Huisman Jim Broadbent Thomas Kretschmann Jean-Marc Vallée Biography Drama History Romance
1421,whiteout,Tom Skerritt Bashar Rahal Shawn Doyle Dominic Sena Action Crime Mystery Thriller
1422,the tree of life,Brad Pitt Tye Sheridan Fiona Shaw Terrence Malick Drama Fantasy
1423,knock off,Paul Sorvino Lela Rochon Ray Nicholas Hark Tsui Action Comedy Thriller
1424,the order,Heath Ledger Mark Addy Benno Fürmann Brian Helgeland Action Mystery Thriller
1425,punisher: war zone,Julie Benz Wayne Knight Colin Salmon Lexi Alexander Action Crime Drama Thriller
1426,zoom,Kevin Zegers Rip Torn Thomas F. Wilson Peter Hewitt Action Adventure Family Sci-Fi
1427,the walk,Joseph Gordon-Levitt Soleyman Pierini Jade Kindar-Martin Robert Zemeckis Adventure Biography Drama Thriller
1428,warriors of virtue,Marley Shelton Lee Arenberg Angus Macfadyen Ronny Yu Action Adventure Fantasy
1429,a good year,Archie Panjabi Albert Finney Richard Coyle Ridley Scott Comedy Drama Romance
1430,luther            ,Ruth Wilson Indira Varma Warren Brown unknown Crime Drama Mystery Thriller
1431,radio flyer,Adam Baldwin Thomas Ian Nicholas John Heard Richard Donner Drama
1432,"blood in, blood out",Delroy Lindo Jesse Borrego Raymond Cruz Taylor Hackford Crime Drama
1433,smilla's sense of snow,Jim Broadbent Tom Wilkinson Julia Ormond Bille August Action Drama Sci-Fi Thriller
1434,femme fatale,Peter Coyote Gregg Henry Rie Rasmussen Brian De Palma Crime Drama Mystery Thriller
1435,lion of the desert,Oliver Reed Rod Steiger John Gielgud Moustapha Akkad Biography Drama History War
1436,the horseman on the roof,Olivier Martinez François Cluzet Isabelle Carré Jean-Paul Rappeneau Adventure Drama Romance War
1437,ride with the devil,Jeremy W. Auman Jeffrey Dover Tobey Maguire Ang Lee Drama Romance War Western
1438,biutiful,Maricel Álvarez Hanaa Bouchaib Eduard Fernández Alejandro G. Iñárritu Drama
1439,bandidas,Salma Hayek Sam Shepard Dwight Yoakam Joachim Rønning Action Comedy Crime Western
1440,black water transit,Bill Cobbs Aisha Tyler Beverly D'Angelo Tony Kaye Crime Drama
1441,the maze runner,Ki Hong Lee Aml Ameen Jacob Latimore Wes Ball Action Mystery Sci-Fi Thriller
1442,unfinished business,Tom Wilkinson June Diane Raphael Melissa McMeekin Ken Scott Comedy
1443,the age of innocence,Richard E. Grant Geraldine Chaplin Stuart Wilson Martin Scorsese Drama Romance
1444,the fountain,Hugh Jackman Ellen Burstyn Mark Margolis Darren Aronofsky Drama Sci-Fi
1445,chill factor,David Paymer Kevin J. O'Connor Hudson Leick Hugh Johnson Action Adventure Comedy Drama Thriller
1446,stolen,Nicolas Cage Mark Valley Sami Gayle Simon West Action Crime Drama Thriller
1447,ponyo,Rumi Hiiragi Yûki Amami Yuria Nara Hayao Miyazaki Adventure Animation Family Fantasy
1448,the longest ride,Tiago Riani Melissa Benoist Hayley Lovitt George Tillman Jr. Drama Romance
1449,i dreamed of africa,Liam Aiken Eva Marie Saint Vincent Perez Hugh Hudson Adventure Drama Romance
1450,playing for keeps,Gerard Butler Dennis Quaid Judy Greer Gabriele Muccino Comedy Romance Sport
1451,mandela: long walk to freedom,Terry Pheto Fana Mokoena Tony Kgoroge Justin Chadwick Biography Drama History
1452,reds,Paul Sorvino Warren Beatty M. Emmet Walsh Warren Beatty Biography Drama History Romance
1453,a few good men,Tom Cruise Demi Moore Kevin Pollak Rob Reiner Drama Thriller
1454,exit wounds,Michael Jai White Bill Duke Bruce McGill Andrzej Bartkowiak Action Comedy Crime Drama Thriller
1455,big momma's house,Nia Long Cedric the Entertainer Tichina Arnold Raja Gosnell Action Comedy Crime
1456,thunder and the house of magic,Kyle Hebert Brianne Brozey Joe Ochman Jeremy Degruson Adventure Animation Comedy Family Fantasy
1457,the darkest hour,Max Minghella Veronika Vernadskaya Dato Bakhtadze Chris Gorak Action Adventure Horror Sci-Fi Thriller
1458,step up revolution,Ryan Guzman Stephen Boss Misha Gabriel Hamilton Scott Speer Drama Music Romance
1459,the watcher,Keanu Reeves Joseph Sikora Chris Ellis Joe Charbanic Crime Horror Mystery Thriller
1460,the punisher,Laura Harring Marco St. John Eddie Jemison Jonathan Hensleigh Action Crime Drama Thriller
1461,goal! the dream begins,Sean Pertwee Kuno Becker Stephen Dillane Danny Cannon Drama Romance Sport
1462,safe,Jason Statham Reggie Lee Robert John Burke Boaz Yakin Action Crime Thriller
1463,pushing tin,Angelina Jolie Pitt Kurt Fuller Jake Weber Mike Newell Comedy Drama Romance
1464,star wars: episode vi - return of the jedi,Harrison Ford Ian McDiarmid Kenny Baker Richard Marquand Action Adventure Fantasy Sci-Fi
1465,doomsday,Ryan Kruger Jason Cope Jeremy Crutchley Neil Marshall Action Sci-Fi Thriller
1466,the reader,Kate Winslet David Kross Susanne Lothar Stephen Daldry Drama Romance
1467,wanderlust,Justin Theroux Lauren Ambrose Joe Lo Truglio David Wain Comedy
1468,elf,Peter Dinklage Zooey Deschanel Will Ferrell Jon Favreau Comedy Family Fantasy Romance
1469,phenomenon,Robert Duvall Kyra Sedgwick David Gallagher Jon Turteltaub Drama Fantasy Romance Sci-Fi
1470,snow dogs,James Coburn Nichelle Nichols M. Emmet Walsh Brian Levant Adventure Comedy Family Sport
1471,scrooged,Bill Murray Alfre Woodard Robert Mitchum Richard Donner Comedy Drama Fantasy
1472,nacho libre,Ana de la Reguera Moises Arias Héctor Jiménez Jared Hess Comedy Family Sport
1473,bridesmaids,Matt Lucas Wendi McLendon-Covey Steve Bannos Paul Feig Comedy Romance
1474,this is the end,Channing Tatum James Franco Emma Watson Evan Goldberg Comedy Fantasy
1475,stigmata,Nia Long Enrico Colantoni Portia de Rossi Rupert Wainwright Horror
1476,men of honor,Robert De Niro Charlize Theron Michael Rapaport George Tillman Jr. Biography Drama
1477,takers,Paul Walker Hayden Christensen Jay Hernandez John Luessenhop Action Crime Thriller
1478,the big wedding,Robin Williams Robert De Niro Topher Grace Justin Zackham Comedy
1479,"big mommas: like father, like son",Brandon T. Jackson Tony Curran Portia Doubleday John Whitesell Action Comedy Crime
1480,source code,Jake Gyllenhaal Cas Anvar Russell Peters Duncan Jones Mystery Sci-Fi Thriller
1481,alive,Illeana Douglas Danny Nucci Michael DeLorenzo Frank Marshall Adventure Biography Drama Thriller
1482,the number 23,Logan Lerman Virginia Madsen Ed Lauter Joel Schumacher Mystery Thriller
1483,the young and prodigious t.s. spivet,Callum Rennie Julian Richings Judy Davis Jean-Pierre Jeunet Action Adventure Drama Family
1484,1941,Christopher Lee John Belushi Treat Williams Steven Spielberg Action Comedy War
1485,dreamer: inspired by a true story,Ken Howard Freddy Rodríguez Holmes Osborne John Gatins Drama Family Sport
1486,a history of violence,Viggo Mortensen Kyle Schmid William Hurt David Cronenberg Crime Drama Thriller
1487,transporter 2,Jason Statham Jason Flemyng Matthew Modine Louis Leterrier Action Crime Thriller
1488,the quick and the dead,Leonardo DiCaprio Pat Hingle Roberts Blossom Sam Raimi Action Thriller Western
1489,laws of attraction,Frances Fisher Mike Doyle Nora Dunn Peter Howitt Comedy Romance
1490,bringing out the dead,Nicolas Cage Marc Anthony Sonja Sohn Martin Scorsese Drama Thriller
1491,repo men,Alice Braga RZA Yvette Nicole Brown Miguel Sapochnik Action Crime Sci-Fi Thriller
1492,dragon wars: d-war,Robert Forster Aimee Garcia Chris Mulkey Hyung-rae Shim Action Drama Fantasy Horror Thriller
1493,bogus,Haley Joel Osment Nancy Travis Andrea Martin Norman Jewison Comedy Family Fantasy
1494,the incredible burt wonderstone,Steve Buscemi Olivia Wilde Steve Carell Don Scardino Comedy
1495,cats don't dance,George Kennedy Frank Welker Hal Holbrook Mark Dindal Animation Comedy Family Fantasy Musical
1496,cradle will rock,Bill Murray Vanessa Redgrave Emily Watson Tim Robbins Drama
1497,the good german,Tony Curran Beau Bridges Leland Orser Steven Soderbergh Drama Mystery Thriller
1498,george and the dragon,Joan Plowright Rollo Weeks Simon Callow Tom Reeve Action Adventure Comedy Fantasy Romance
1499,apocalypse now,Harrison Ford Marlon Brando Robert Duvall Francis Ford Coppola Drama War
1500,going the distance,Rob Riggle Kelli Garner Jim Gaffigan Nanette Burstein Comedy Romance
1501,mr. holland's opus,Alicia Witt Olympia Dukakis Jean Louisa Kelly Stephen Herek Drama Music
1502,criminal,Gary Oldman Jordi Mollà Doug Cockle Ariel Vromen Action Crime Drama Mystery Sci-Fi Thriller
1503,out of africa,Meryl Streep Michael Gough Michael Kitchen Sydney Pollack Biography Drama Romance
1504,flight,Denzel Washington Bruce Greenwood Nadine Velazquez Robert Zemeckis Drama Thriller
1505,moonraker,Desmond Llewelyn Lois Chiles Lois Maxwell Lewis Gilbert Action Adventure Sci-Fi Thriller
1506,the grand budapest hotel,Bill Murray Tom Wilkinson F. Murray Abraham Wes Anderson Adventure Comedy Crime Drama
1507,hearts in atlantis,Anthony Hopkins Mika Boorem Hope Davis Scott Hicks Drama Mystery
1508,arachnophobia,Julian Sands Peter Jason Brian McNamara Frank Marshall Comedy Fantasy Horror Thriller
1509,frequency,Dennis Quaid Andre Braugher Noah Emmerich Gregory Hoblit Crime Drama Mystery Sci-Fi Thriller
1510,ghostbusters,Ed Begley Jr. Kate McKinnon Zach Woods Paul Feig Action Comedy Fantasy Sci-Fi
1511,vacation,Chris Hemsworth Norman Reedus Beverly D'Angelo John Francis Daley Adventure Comedy
1512,get shorty,Delroy Lindo Rene Russo Jon Gries Barry Sonnenfeld Comedy Crime Thriller
1513,chicago,Colm Feore Chita Rivera Jayne Eastwood Rob Marshall Comedy Crime Musical
1514,big daddy,Steve Buscemi Adam Sandler Joey Lauren Adams Dennis Dugan Comedy Drama
1515,american pie 2,Alyson Hannigan Shannon Elizabeth Natasha Lyonne J.B. Rogers Comedy
1516,toy story,Tom Hanks John Ratzenberger Jim Varney John Lasseter Adventure Animation Comedy Family Fantasy
1517,speed,Keanu Reeves Alan Ruck Joe Morton Jan de Bont Action Adventure Crime Thriller
1518,the vow,Channing Tatum Lucas Bryant Dillon Casey Michael Sucsy Drama Romance
1519,extraordinary measures,Harrison Ford Brendan Fraser Alan Ruck Tom Vaughan Drama
1520,remember the titans,Ryan Gosling Denzel Washington Ethan Suplee Boaz Yakin Biography Drama Sport
1521,the hunt for red october,Scott Glenn Jeffrey Jones Courtney B. Vance John McTiernan Action Adventure Thriller
1522,lee daniels' the butler,Alex Pettyfer David Oyelowo Vanessa Redgrave Lee Daniels Biography Drama
1523,the addams family,Anjelica Huston Raul Julia Carel Struycken Barry Sonnenfeld Comedy Fantasy
1524,ace ventura: when nature calls,Bruce Spence Bob Gunton Sophie Okonedo Steve Oedekerk Adventure Comedy
1525,the princess diaries,Anne Hathaway Hector Elizondo Heather Matarazzo Garry Marshall Comedy Family Romance
1526,the first wives club,Stockard Channing Elizabeth Berkley Stephen Collins Hugh Wilson Comedy
1527,se7en,Morgan Freeman Brad Pitt Reg E. Cathey David Fincher Crime Drama Mystery Thriller
1528,district 9,Sharlto Copley Jed Brophy Jason Cope Neill Blomkamp Action Sci-Fi Thriller
1529,the spongebob squarepants movie,Scarlett Johansson Bill Fagerbakke Rodger Bumpass Stephen Hillenburg Adventure Animation Comedy Family Fantasy
1530,mystic river,John Doman Spencer Treat Clark Tom Guiry Clint Eastwood Crime Drama Mystery Thriller
1531,million dollar baby,Clint Eastwood Morgan Freeman Mike Colter Clint Eastwood Drama Sport
